folder,id,display_name,description,type,units,domain,labels,calculation,commonly_used,forms
Questionnaires/SHHS2/Sleep Habits,sh327a,Sleep Habits (Sleep Heart Health Study Visit Two (SHHS2)): Glasses of cola per day,27. How many glasses or cans of cola or other soda with caffeine do you drink on a typical day? _________ glasses,numeric,glasses,"",caffeine,"","",shhs2_sleep_habits_questionnaire
Questionnaires/SHHS2/Sleep Habits,sh327b,Sleep Habits (Sleep Heart Health Study Visit Two (SHHS2)): Cans of cola per day,27. How many glasses or cans of cola or other soda with caffeine do you drink on a typical day? _________ cans,numeric,cans,"",caffeine;pop,"","",shhs2_sleep_habits_questionnaire
Questionnaires/SHHS2/Sleep Habits,sh328,Sleep Habits (Sleep Heart Health Study Visit Two (SHHS2)): Glasses of wine per week,28. How many glasses (4 oz.) of wine do you usually have per week?,numeric,glasses,"",alcohol,"","",shhs2_sleep_habits_questionnaire
Questionnaires/SHHS2/Sleep Habits,sh329,Sleep Habits (Sleep Heart Health Study Visit Two (SHHS2)): Can/bottles of beer per week,29. How many bottles or cans of beer (12 oz.) do you usually have per week?,numeric,bottles,"",alcohol,"","",shhs2_sleep_habits_questionnaire
Questionnaires/SHHS2/Sleep Habits,sh330,Sleep Habits (Sleep Heart Health Study Visit Two (SHHS2)): Drinks of hard liquor per week,30. How many drinks with hard liquor (1 shot) do you usually have per week?,numeric,drinks,"",alcohol,"","",shhs2_sleep_habits_questionnaire
Questionnaires/SHHS2/Sleep Habits,smokstat_s2,Smoking Status at Sleep Heart Health Study Visit Two (SHHS2),Current Smoking Status at the Sleep Heart Health Study Visit Two (SHHS2) ,choices,"",smoker,cigarettes,"",true,""
Questionnaires/SHHS2/Sleep Habits,totminfallslp,Sleep Habits (Sleep Heart Health Study Visit Two (SHHS2)): time to fall asleep,"",numeric,minutes,"",onset,"","",""
Questionnaires/SHHS2/Sleep Habits,totminslpwd,Sleep Habits (Sleep Heart Health Study Visit Two (SHHS2)): sleep time on weekdays,"",numeric,minutes,"","","","",""
Questionnaires/SHHS2/Sleep Habits,totminslpwe,Sleep Habits (Sleep Heart Health Study Visit Two (SHHS2)): sleep time on weekends,"",numeric,minutes,"","","","",""
Spectral Analysis,alpha_bandend,Alpha band end,"",numeric,hertz,"",hz;12;twelve,"","",""
Spectral Analysis,alpha_bandstart,Alpha band start,"",numeric,hertz,"",hz;eight;8,"","",""
Spectral Analysis,alpha_lognrem,Log transformed alpha power density in non-rapid eye movement sleep (NREM) ,"",numeric,"","",non-rem;eight;8;nine;9;10;ten;11;eleven;twelve;12,"","",""
Spectral Analysis,alpha_logrem,Log transformed alpha power density in rapid eye movement sleep (REM) ,"",numeric,"","",eight;8;nine;9;10;ten;11;eleven;twelve;12,"","",""
Spectral Analysis,alpha_logsleep,Log transformed alpha power density in sleep,"",numeric,"","",non-rem;nrem;rem;non-rapid eye movement;rapid eye movement;eight;8;nine;9;10;ten;11;eleven;twelve;12,"","",""
Spectral Analysis,alpha_nrem,Alpha power density in non-rapid eye movement sleep (NREM),"",numeric,microvolts squared per hertz,"",non-rem;eight;8;nine;9;10;ten;11;eleven;twelve;12,"","",""
Spectral Analysis,alpha_rem,Alpha power density in rapid eye movement sleep (REM) ,"",numeric,microvolts squared per hertz,"",eight;8;nine;9;10;ten;11;eleven;twelve;12,"","",""
Spectral Analysis,alpha_sleep,Alpha power density in sleep,"",numeric,microvolts squared per hertz,"",non-rem;nrem;rem;non-rapid eye movement;rapid eye movement;eight;8;nine;9;10;ten;11;eleven;twelve;12,"","",""
Spectral Analysis,beta_bandend,Beta band end,"",numeric,hertz,"",hz;fifteen;15;16;sixteen;17;seventeen;18;eighteen;19;nineteen;20;twenty,"","",""
Spectral Analysis,beta_bandstart,Beta band start,"",numeric,hertz,"",hz;fifteen;15;16;sixteen;17;seventeen;18;eighteen;19;nineteen;20;twenty,"","",""
Spectral Analysis,beta_lognrem,Log transformed beta power density in non-rapid eye movement sleep (NREM),"",numeric,"","",non-rem;fifteen;15;16;sixteen;17;seventeen;18;eighteen;19;nineteen;20;twenty,"","",""
Spectral Analysis,beta_logrem,Log transformed beta power density in rapid eye movement sleep (REM),"",numeric,"","",fifteen;15;16;sixteen;17;seventeen;18;eighteen;19;nineteen;20;twenty,"","",""
Spectral Analysis,beta_logsleep,Log transformed beta power density in sleep,"",numeric,"","",non-rem;nrem;rem;non-rapid eye movement;rapid eye movement;fifteen;15;16;sixteen;17;seventeen;18;eighteen;19;nineteen;20;twenty,"","",""
Spectral Analysis,beta_nrem,Beta power density in non-rapid eye movement sleep (NREM) ,"",numeric,microvolts squared per hertz,"",non-rem;fifteen;15;16;sixteen;17;seventeen;18;eighteen;19;nineteen;20;twenty,"","",""
Spectral Analysis,beta_rem,Beta power density in rapid eye movement sleep (REM) ,"",numeric,microvolts squared per hertz,"",fifteen;15;16;sixteen;17;seventeen;18;eighteen;19;nineteen;20;twenty,"","",""
Spectral Analysis,beta_sleep,Beta power density in sleep,"",numeric,microvolts squared per hertz,"",fifteen;15;16;sixteen;17;seventeen;18;eighteen;19;nineteen;20;twenty,"","",""
Spectral Analysis,delta_bandend,Delta band end,"",numeric,hertz,"",non-rem;nrem;rem;non-rapid eye movement;rapid eye movement;hz;one;1;2;two;3;three;4;four,"","",""
Spectral Analysis,delta_bandstart,Delta band start,"",numeric,hertz,"",hz;one;1;2;two;3;three;4;four,"","",""
Spectral Analysis,delta_lognrem,Log transformed delta power density in non-rapid eye movement sleep (NREM),"",numeric,"","",non-rem;one;1;2;two;3;three;4;four,"","",""
Spectral Analysis,delta_logrem,Log transformed delta power density in rapid eye movement sleep (REM) ,"",numeric,"","",one;1;2;two;3;three;4;four,"","",""
Spectral Analysis,delta_logsleep,Log transformed delta power density in sleep,"",numeric,"","",non-rem;nrem;rem;non-rapid eye movement;rapid eye movement;one;1;2;two;3;three;4;four,"","",""
Spectral Analysis,delta_nrem,Delta power density in non-rapid eye movement sleep (NREM),"",numeric,microvolts squared per hertz,"",non-rem;one;1;2;two;3;three;4;four,"","",""
Spectral Analysis,delta_rem,Delta power density in rapid eye movement sleep (REM),"",numeric,microvolts squared per hertz,"",one;1;2;two;3;three;4;four,"","",""
Spectral Analysis,delta_sleep,Delta power density in sleep,"",numeric,microvolts squared per hertz,"",one;1;2;two;3;three;4;four,"","",""
Spectral Analysis,fastsigma_bandend,Fast sigma band end,"",numeric,hertz,"",non-rem;nrem;rem;non-rapid eye movement;rapid eye movement;hz;13.5 through 15;thirteen and a half through fifteen,"","",""
Spectral Analysis,fastsigma_bandstart,Fast sigma band start,"",numeric,hertz,"",hz;13.5 through 15;thirteen and a half through fifteen,"","",""
Spectral Analysis,fastsigma_lognrem,Log transformed fast sigma power density in non-rapid eye movement sleep (NREM) ,"",numeric,"","",non-rem;13.5 through 15;thirteen and a half through fifteen,"","",""
Spectral Analysis,fastsigma_logrem,Log transformed fast sigma power density in rapid eye movement sleep (REM) ,"",numeric,"","",13.5 through 15;thirteen and a half through fifteen,"","",""
Spectral Analysis,fastsigma_logsleep,Log transformed fast sigma power density in sleep,"",numeric,"","",non-rem;nrem;rem;non-rapid eye movement;rapid eye movement;13.5 through 15;thirteen and a half through fifteen,"","",""
Spectral Analysis,fastsigma_nrem,Fast sigma power density in non-rapid eye movement sleep (NREM) ,"",numeric,microvolts squared per hertz,"",13.5 through 15;thirteen and a half through fifteen,"","",""
Spectral Analysis,fastsigma_rem,Fast sigma power density in rapid eye movement sleep (REM),"",numeric,microvolts squared per hertz,"",13.5 through 15;thirteen and a half through fifteen,"","",""
Spectral Analysis,fastsigma_sleep,Fast sigma power density in sleep,"",numeric,microvolts squared per hertz,"",non-rem;nrem;rem;non-rapid eye movement;rapid eye movement;13.5 through 15;thirteen and a half through fifteen,"","",""
Spectral Analysis,nrem_0_5_hz,Non-rapid eye movement sleep (NREM) power density at 0.5 Hertz,"",numeric,microvolts squared per hertz,"",non-rem,"","",""
Spectral Analysis,nrem_0_hz,Non-rapid eye movement sleep (NREM) power density at 0 Hertz,"",numeric,microvolts squared per hertz,"",non-rem,"","",""
Spectral Analysis,nrem_10_5_hz,Non-rapid eye movement sleep (NREM) power density at 10.5 Hertz,"",numeric,microvolts squared per hertz,"",non-rem,"","",""
Spectral Analysis,nrem_10_hz,Non-rapid eye movement sleep (NREM) power density at 10.0 Hertz,"",numeric,microvolts squared per hertz,"",non-rem,"","",""
Spectral Analysis,nrem_11_5_hz,Non-rapid eye movement sleep (NREM) power density at 11.5 Hertz,"",numeric,microvolts squared per hertz,"",non-rem,"","",""
Spectral Analysis,nrem_11_hz,Non-rapid eye movement sleep (NREM) power density at 11.0 Hertz,"",numeric,microvolts squared per hertz,"",non-rem,"","",""
Spectral Analysis,nrem_12_5_hz,Non-rapid eye movement sleep (NREM) power density at 12.5 Hertz,"",numeric,microvolts squared per hertz,"",non-rem,"","",""
Spectral Analysis,nrem_12_hz,Non-rapid eye movement sleep (NREM) power density at 12.0 Hertz,"",numeric,microvolts squared per hertz,"",non-rem,"","",""
Spectral Analysis,nrem_13_5_hz,Non-rapid eye movement sleep (NREM) power density at 13.5 Hertz,"",numeric,microvolts squared per hertz,"",non-rem,"","",""
Spectral Analysis,nrem_13_hz,Non-rapid eye movement sleep (NREM) power density at 13.0 Hertz,"",numeric,microvolts squared per hertz,"",non-rem,"","",""
Spectral Analysis,nrem_14_5_hz,Non-rapid eye movement sleep (NREM) power density at 14.5 Hertz,"",numeric,microvolts squared per hertz,"",non-rem,"","",""
Spectral Analysis,nrem_14_hz,Non-rapid eye movement sleep (NREM) power density at 14.0 Hertz,"",numeric,microvolts squared per hertz,"",non-rem,"","",""
Spectral Analysis,nrem_15_5_hz,Non-rapid eye movement sleep (NREM) power density at 15.5 Hertz,"",numeric,microvolts squared per hertz,"",non-rem,"","",""
Spectral Analysis,nrem_15_hz,Non-rapid eye movement sleep (NREM) power density at 15.0 Hertz,"",numeric,microvolts squared per hertz,"",non-rem,"","",""
Spectral Analysis,nrem_16_5_hz,Non-rapid eye movement sleep (NREM) power density at 16.5 Hertz,"",numeric,microvolts squared per hertz,"",non-rem,"","",""
Spectral Analysis,nrem_16_hz,Non-rapid eye movement sleep (NREM) power density at 16.0 Hertz,"",numeric,microvolts squared per hertz,"",non-rem,"","",""
Spectral Analysis,nrem_17_5_hz,Non-rapid eye movement sleep (NREM) power density at 17.5 Hertz,"",numeric,microvolts squared per hertz,"",non-rem,"","",""
Spectral Analysis,nrem_17_hz,Non-rapid eye movement sleep (NREM) power density at 17.0 Hertz,"",numeric,microvolts squared per hertz,"",non-rem,"","",""
Spectral Analysis,nrem_18_5_hz,Non-rapid eye movement sleep (NREM) power density at 18.5 Hertz,"",numeric,microvolts squared per hertz,"",non-rem,"","",""
Spectral Analysis,nrem_18_hz,Non-rapid eye movement sleep (NREM) power density at 18.0 Hertz,"",numeric,microvolts squared per hertz,"",non-rem,"","",""
Spectral Analysis,nrem_19_5_hz,Non-rapid eye movement sleep (NREM) power density at 19.5 Hertz,"",numeric,microvolts squared per hertz,"",non-rem,"","",""
Spectral Analysis,nrem_19_hz,Non-rapid eye movement sleep (NREM) power density at 19.0 Hertz,"",numeric,microvolts squared per hertz,"",non-rem,"","",""
Spectral Analysis,nrem_1_5_hz,Non-rapid eye movement sleep (NREM) power density at 1.5 Hertz,"",numeric,microvolts squared per hertz,"",non-rem,"","",""
Spectral Analysis,nrem_1_hz,Non-rapid eye movement sleep (NREM) power density at 1.0 Hertz,"",numeric,microvolts squared per hertz,"",non-rem,"","",""
Spectral Analysis,nrem_20_5_hz,Non-rapid eye movement sleep (NREM) power density at 20.5 Hertz,"",numeric,microvolts squared per hertz,"",non-rem,"","",""
Spectral Analysis,nrem_20_hz,Non-rapid eye movement sleep (NREM) power density at 20.0 Hertz,"",numeric,microvolts squared per hertz,"",non-rem,"","",""
Spectral Analysis,nrem_21_5_hz,Non-rapid eye movement sleep (NREM) power density at 21.5 Hertz,"",numeric,microvolts squared per hertz,"",non-rem,"","",""
Spectral Analysis,nrem_21_hz,Non-rapid eye movement sleep (NREM) power density at 21.0 Hertz,"",numeric,microvolts squared per hertz,"",non-rem,"","",""
Spectral Analysis,nrem_22_5_hz,Non-rapid eye movement sleep (NREM) power density at 22.5 Hertz,"",numeric,microvolts squared per hertz,"",non-rem,"","",""
Spectral Analysis,nrem_22_hz,Non-rapid eye movement sleep (NREM) power density at 22.0 Hertz,"",numeric,microvolts squared per hertz,"",non-rem,"","",""
Spectral Analysis,nrem_23_5_hz,Non-rapid eye movement sleep (NREM) power density at 23.5 Hertz,"",numeric,microvolts squared per hertz,"",non-rem,"","",""
Spectral Analysis,nrem_23_hz,Non-rapid eye movement sleep (NREM) power density at 23.0 Hertz,"",numeric,microvolts squared per hertz,"",non-rem,"","",""
Spectral Analysis,nrem_24_5_hz,Non-rapid eye movement sleep (NREM) power density at 24.5 Hertz,"",numeric,microvolts squared per hertz,"",non-rem,"","",""
Spectral Analysis,nrem_24_hz,Non-rapid eye movement sleep (NREM) power density at 24.0 Hertz,"",numeric,microvolts squared per hertz,"",non-rem,"","",""
Spectral Analysis,nrem_25_hz,Non-rapid eye movement sleep (NREM) power density at 25.0 Hertz,"",numeric,microvolts squared per hertz,"",non-rem,"","",""
Spectral Analysis,nrem_2_5_hz,Non-rapid eye movement sleep (NREM) power density at 2.5 Hertz,"",numeric,microvolts squared per hertz,"",non-rem,"","",""
Spectral Analysis,nrem_2_hz,Non-rapid eye movement sleep (NREM) power density at 2.0 Hertz,"",numeric,microvolts squared per hertz,"",non-rem,"","",""
